region_name,year,diabetes_rate,median_income,pct_65plus,income_lag1,pct_65plus_lag1,diabetes_change,risk_label
Vantaa and Kerava wellbeing services county,2020,10.5,31277,16.1,31610.0,16.0,-0.09999999999999964,0
Vantaa and Kerava wellbeing services county,2021,10.6,31260,16.3,31277.0,16.1,0.09999999999999964,0
Vantaa and Kerava wellbeing services county,2022,10.7,30213,16.4,31260.0,16.3,0.09999999999999964,0
Vantaa and Kerava wellbeing services county,2023,10.7,29560,16.3,30213.0,16.4,0.0,0
West Uusimaa wellbeing services county,2005,4.3,29935,11.5,,,,0
West Uusimaa wellbeing services county,2006,4.5,30686,11.9,29935.0,11.5,0.20000000000000018,0
West Uusimaa wellbeing services county,2007,4.6,31717,12.1,30686.0,11.9,0.09999999999999964,0
West Uusimaa wellbeing services county,2008,4.9,32035,12.4,31717.0,12.1,0.3000000000000007,0
West Uusimaa wellbeing services county,2009,5.3,32797,12.8,32035.0,12.4,0.39999999999999947,0
West Uusimaa wellbeing services county,2010,5.6,32940,13.3,32797.0,12.8,0.2999999999999998,0
West Uusimaa wellbeing services county,2011,6.3,32924,14.0,32940.0,13.3,0.7000000000000002,0
West Uusimaa wellbeing services county,2012,6.7,32942,14.7,32924.0,14.0,0.40000000000000036,0
West Uusimaa wellbeing services county,2013,7.3,32548,15.3,32942.0,14.7,0.5999999999999996,0
West Uusimaa wellbeing services county,2014,7.7,32352,15.8,32548.0,15.3,0.40000000000000036,0
West Uusimaa wellbeing services county,2015,8.1,32611,16.3,32352.0,15.8,0.39999999999999947,0
West Uusimaa wellbeing services county,2016,8.5,32809,16.6,32611.0,16.3,0.40000000000000036,0
West Uusimaa wellbeing services county,2017,8.9,33030,17.1,32809.0,16.6,0.40000000000000036,0
West Uusimaa wellbeing services county,2018,9.1,33277,17.4,33030.0,17.1,0.1999999999999993,0
West Uusimaa wellbeing services county,2019,9.3,33700,17.7,33277.0,17.4,0.20000000000000107,0
West Uusimaa wellbeing services county,2020,9.3,33688,18.0,33700.0,17.7,0.0,0
West Uusimaa wellbeing services county,2021,9.4,33917,18.3,33688.0,18.0,0.09999999999999964,0
West Uusimaa wellbeing services county,2022,9.5,32745,18.4,33917.0,18.3,0.09999999999999964,0
West Uusimaa wellbeing services county,2023,9.5,32214,18.4,32745.0,18.4,0.0,0
Åland,2005,3.3,30211,16.8,,,,0
Åland,2006,3.4,30546,16.9,30211.0,16.8,0.10000000000000009,0
Åland,2007,3.7,31592,17.2,30546.0,16.9,0.30000000000000027,0
Åland,2008,3.9,31893,17.4,31592.0,17.2,0.19999999999999973,0
Åland,2009,4.0,32897,17.8,31893.0,17.4,0.10000000000000009,0
Åland,2010,4.2,32929,18.4,32897.0,17.8,0.20000000000000018,0
Åland,2011,4.4,32811,18.9,32929.0,18.4,0.20000000000000018,0
Åland,2012,4.7,32949,19.4,32811.0,18.9,0.2999999999999998,0
Åland,2013,4.8,32887,19.9,32949.0,19.4,0.09999999999999964,0
Åland,2014,4.8,32660,20.4,32887.0,19.9,0.0,0
Åland,2015,4.9,33076,20.8,32660.0,20.4,0.10000000000000053,0
Åland,2016,5.0,33307,21.1,33076.0,20.8,0.09999999999999964,0
Åland,2017,5.2,33787,21.7,33307.0,21.1,0.20000000000000018,0
Åland,2018,5.4,33716,22.2,33787.0,21.7,0.20000000000000018,0
Åland,2019,5.8,34238,22.7,33716.0,22.2,0.39999999999999947,0
Åland,2020,6.1,33905,23.0,34238.0,22.7,0.2999999999999998,0
Åland,2021,6.4,33840,23.4,33905.0,23.0,0.3000000000000007,0
Åland,2022,6.5,32534,23.8,33840.0,23.4,0.09999999999999964,0
Åland,2023,6.8,32069,24.2,32534.0,23.8,0.2999999999999998,0
